gene	BB09.rpkm	BB10.rpkm	BB17.rpkm	BB19.rpkm	BB20.rpkm	BB21.rpkm	BB11.rpkm	BB12.rpkm	BB18.rpkm	reflen
ynfE.t01	2085	1691	688	751	743	1301	1356	5023	1105	2427
ynfF.t01	1994	1712	498	709	612	1177	1136	5096	979	2424
ynfG.t01	403	369	105	156	110	249	279	1059	183	618
ynfH.t01	649	554	132	190	211	434	512	1649	324	855
dmsD.t01	572	664	208	239	151	367	398	1150	350	615
clcB.t01	870	767	249	263	287	590	471	2441	499	1257
ynfK.t01	532	443	145	183	194	363	258	1225	288	696
mlc.t01	1348	1252	610	780	751	1020	1289	2449	778	1221
ynfL.t01	697	543	158	218	238	408	483	1523	325	894
ynfM.t01	1271	1155	460	433	352	862	933	2850	776	1254
asr.t01	321	258	70	140	115	226	194	594	119	309
ydgU.t01	26	22	10	4	2	22	31	91	24	84
ydgD.t01	891	646	391	785	845	1105	773	1516	550	822
mdtI.t01	273	184	59	61	64	163	138	665	111	330
mdtJ.t01	274	291	73	61	51	157	96	645	133	366
tqsA.t01	914	724	271	308	270	436	577	1949	393	1035
pntB.t01	1847	1506	812	600	545	730	1059	2733	628	1389
pntA.t01	3739	3395	1653	1426	1386	1524	1543	3180	1000	1533
ydgH.t01	1460	1250	733	576	576	914	878	2338	597	945
ydgI.t01	1268	916	343	373	342	795	684	2426	551	1383
folM.t01	833	753	383	421	392	475	696	1377	375	723
ydgC.t01	364	298	147	227	182	359	343	632	180	336
rstA.t01	2081	2187	1325	642	520	692	860	1641	507	720
rstB.t01	1350	1147	509	363	399	674	813	2495	537	1302
tus.t01	1111	984	404	477	500	706	724	1838	439	930
fumC.t01	1309	1105	420	1426	1198	1369	1723	2737	1195	1404
fumA.t01	3157	2962	1762	3485	2714	2779	6167	5730	2429	1647
manA.t01	3752	3598	2084	2104	2200	2177	2007	2793	1032	1176
ydgA.t01	3349	2767	1611	3488	3575	2975	2154	3225	1079	1509
uidC.t01	887	786	262	227	218	467	635	2201	323	1266
uidB.t01	958	892	244	307	288	637	886	2332	401	1374
uidA.t01	1595	1279	362	442	421	874	934	3258	754	1812
uidR.t01	966	893	563	425	477	673	834	1320	322	591
hdhA.t01	2005	1520	1012	3258	3473	3005	1589	2134	658	768
malI.t01	728	658	261	191	236	456	506	1756	333	1029
malX.t01	1538	1391	480	500	497	880	1146	3037	699	1593
malY.t01	1946	1460	739	600	497	925	1047	2285	527	1173
add.t01	1063	891	562	775	607	863	604	1920	563	1002
ydgJ.t01	2523	2036	1260	1015	845	992	1533	2504	762	1041
blr.t01	170	172	38	45	44	59	97	171	53	126
cnu.t01	446	366	246	199	182	244	342	389	163	216
ydgK.t01	1962	2125	1565	1371	1285	1454	1818	1984	768	441
rsxA.t01	478	379	110	102	178	302	191	1010	187	582
rsxB.t01	463	405	180	138	136	306	246	930	199	579
rsxC.t01	2001	1811	889	671	683	1140	1328	4094	849	2223
rsxD.t01	920	843	370	340	344	575	585	1900	378	1059
rsxG.t01	460	370	112	156	88	225	320	1005	187	621
rsxE.t01	712	695	285	266	227	379	342	1299	238	696
nth.t01	565	537	276	202	206	328	334	1197	256	636
dtpA.t01	3036	2787	1410	1285	1254	1307	1695	2904	1013	1503
gstA.t01	826	811	313	615	697	576	628	1372	454	606
pdxY.t01	1211	1011	615	302	287	438	674	1445	397	864
tyrS.t01	2137	1828	1063	655	581	802	1056	2451	610	1275
pdxH.t01	1018	979	544	546	415	596	540	1180	345	657
mliC.t01	236	227	66	125	103	214	214	668	124	330
anmK.t01	1166	863	407	379	449	685	899	1863	438	1110
slyB.t01	720	604	312	348	307	459	443	917	259	468
slyA.t01	493	479	268	258	215	277	376	750	127	435
ydhI.t01	235	193	77	225	229	313	300	538	162	237
ydhJ.t01	669	628	250	156	232	376	406	1466	371	858
ydhK.t01	1636	1427	555	627	541	910	1268	3510	754	2013
sodC.t01	470	458	231	1287	1133	1073	962	1285	647	522
ydhF.t01	1153	986	474	595	576	759	646	1474	431	897
ydhL.t01	168	154	61	93	65	110	156	329	101	240
nemR.t01	556	426	194	197	185	279	364	1054	186	600
nemA.t01	969	728	277	330	408	586	620	1762	453	1098
gloA.t01	840	748	550	689	721	723	365	778	296	408
rnt.t01	858	871	459	365	368	363	481	1289	408	648
lhr.t01	3211	2748	933	1266	1188	2088	2259	7558	1656	4617
grxD.t01	13428	12330	8039	8828	9001	6448	6849	6261	2811	348
mepH.t01	1772	1681	1114	763	794	824	902	1572	376	816
sodB.t01	4122	3896	2455	7101	6906	4963	2551	2416	1414	582
ydhP.t01	830	699	160	242	205	423	642	1815	395	1170
ynhF.t01	140	261	122	233	221	277	649	1043	211	90
purR.t01	903	700	244	276	317	436	582	1670	313	1026
ydhB.t01	642	426	188	212	205	303	380	1273	341	933
ydhC.t01	1061	988	456	349	301	514	559	2098	439	1212
cfa.t01	1033	922	417	1285	1202	1175	891	2049	726	1149
ribC.t01	3460	3307	1846	2463	2207	1944	2385	1937	1037	642
mdtK.t01	1206	1095	499	889	912	913	977	2493	608	1374
ydhQ.t01	1505	1286	595	1327	1337	1233	1011	2567	624	1257
valV.r01	955	1647	1716	934	738	626	1220	1272	420	77
valW.r01	36	39	9	4	11	25	21	55	8	77
ydhR.t01	228	196	70	116	126	206	259	612	123	306
ydhS.t01	1276	1132	348	1433	1412	1806	1297	3046	762	1605
ydhT.t01	490	510	126	251	209	374	425	1278	265	813
ydhU.t01	558	571	156	196	169	342	476	1193	185	786
ydhX.t01	399	400	125	127	184	234	327	1067	248	669
ydhW.t01	463	414	109	143	129	224	275	978	174	648
ydhV.t01	1569	1155	385	402	380	785	1111	3447	753	2103
ydhY.t01	459	311	133	104	127	193	227	1088	146	627
ydhZ.t01	171	124	39	146	103	125	142	392	56	210
pykF.t01	7380	6704	4040	2205	2118	1903	1292	2642	1026	1413
lpp.t01	7477	6607	4160	9526	9330	7280	16237	9360	3549	237
ldtE.t01	879	570	165	573	421	619	648	1703	470	1005
sufE.t01	585	579	318	461	459	391	524	880	247	417
sufS.t01	1678	1340	926	967	1042	1052	982	2058	748	1221
sufD.t01	1371	1203	705	848	723	847	947	2127	607	1272
sufC.t01	758	765	325	452	420	439	535	1197	354	747
sufB.t01	1807	1591	932	1375	1203	1220	1193	2774	814	1488
sufA.t01	399	299	196	268	206	271	319	739	155	369
rydB.r01	32	8	5	1	4	13	19	68	19	68
ydiH.t01	148	98	47	31	22	56	34	182	29	189
menI.t01	319	279	124	123	148	151	284	751	177	411
ydiJ.t01	2536	2141	787	988	922	1394	2174	5093	1503	3057
ydiK.t01	750	697	324	317	243	542	446	1649	448	1113
rprA.r01	38	59	15	3	14	34	21	102	20	106
ydiL.t01	295	232	66	45	63	134	171	634	118	357
ydiM.t01	943	908	246	235	212	416	556	2063	413	1215
ydiN.t01	1022	782	221	218	266	526	525	2263	414	1266
ydiB.t01	562	453	97	178	142	258	343	1331	317	867
aroD.t01	627	475	223	204	161	274	321	1321	189	759
ydiF.t01	1154	1120	189	292	323	599	707	2580	552	1596
ydiO.t01	902	680	177	112	195	374	425	1879	315	1152
ydiP.t01	839	717	305	280	184	439	579	1561	339	912
ydiQ.t01	625	526	176	160	182	233	433	1228	269	765
ydiR.t01	648	444	185	239	201	329	469	1361	322	939
ydiS.t01	944	640	283	199	227	434	451	1767	343	1290
ydiT.t01	186	143	39	51	35	52	87	464	93	294
fadK.t01	1114	862	260	403	365	552	697	2409	572	1647
ppsA.t01	6039	5883	3985	8086	7880	7460	9484	9956	5376	2379
ppsR.t01	1216	940	461	631	715	806	642	1378	428	834
aroH.t01	1570	1287	629	645	721	644	867	2358	1154	1047
ydiE.t01	121	149	46	52	70	91	95	293	38	192
ydiU.t01	1245	1102	521	428	529	833	760	2151	559	1437
ydiV.t01	572	533	154	238	218	334	400	1181	276	714
nlpC.t01	337	320	170	192	147	228	325	682	147	465
btuD.t01	772	530	269	402	416	493	463	1192	317	750
btuE.t01	466	393	154	455	454	473	445	791	179	552
btuC.t01	803	636	258	240	193	367	386	1338	330	981
ihfA.t01	260	205	147	154	128	219	177	488	128	300
pheT.t01	6430	5427	3126	2407	2117	2285	2571	4128	1476	2388
pheS.t01	5894	5910	4389	2136	1773	1736	2471	2889	1420	984
pheM.t01	0	0	0	0	0	0	0	0	0	45
rplT.t01	335	325	89	112	129	171	286	728	177	357
rpmI.t01	1613	1660	1381	1141	1228	837	1899	846	640	198
infC.t01	3840	3737	2093	2042	1880	1425	2351	2119	1187	543
thrS.t01	6265	5477	3257	2636	2731	2206	2307	3941	1680	1929
yniD.t01	42	73	19	15	25	23	47	139	29	108
ydiY.t01	553	560	216	181	197	319	307	1272	361	759
pfkB.t01	1037	774	460	1091	1276	1316	825	1730	590	930
ydiZ.t01	335	296	164	1436	1762	1616	694	689	325	291
yniA.t01	959	876	272	1600	1727	1477	1421	1489	439	861
yniB.t01	865	796	399	473	401	415	411	818	248	537
yniC.t01	779	831	315	297	239	239	314	1049	221	669
ydjM.t01	617	551	352	1007	914	1056	1146	1708	555	591
ydjN.t01	989	758	235	288	324	463	803	2027	599	1392
ydjO.t01	509	512	142	87	114	295	382	1101	207	804
cedA.t01	184	134	37	28	47	121	114	360	54	243
katE.t01	2195	1806	771	12928	12335	9960	4608	5524	3221	2262
chbG.t01	487	484	104	108	109	244	232	1056	180	750
chbF.t01	1084	999	248	253	186	554	764	2322	464	1353
chbR.t01	601	536	183	114	112	302	312	1306	249	843
chbA.t01	265	180	57	46	53	106	103	495	61	351
chbC.t01	1011	898	340	215	204	472	577	2267	445	1359
chbB.t01	219	161	67	65	36	92	151	522	58	321
osmE.t01	571	458	186	5187	5307	4025	3004	1455	1044	339
nadE.t01	971	942	422	551	468	613	593	1364	423	828
cho.t01	725	710	316	1168	1044	1016	1682	2681	822	888
ves.t01	354	255	149	107	116	178	201	716	197	576
spy.t01	490	319	172	139	232	368	271	756	97	486
astE.t01	583	416	149	705	735	780	649	1357	403	969
astB.t01	813	660	248	843	973	895	859	2123	675	1344
astD.t01	802	718	119	701	561	766	873	2116	645	1479
astA.t01	702	538	151	1322	1205	1266	1565	2063	811	1035
astC.t01	740	608	167	3253	3050	2968	3180	3094	1950	1221
xthA.p01	0	0	0	0	0	0	0	0	0	807
xthA.t01	5250	5371	3149	2459	2171	1711	1635	1685	1077	807
ydjX.t01	654	717	349	247	271	378	549	1148	258	711
ydjY.t01	541	461	134	103	69	224	320	1041	231	678
ydjZ.t01	617	397	125	91	163	263	331	844	224	708
ynjA.t01	447	389	102	134	139	193	286	619	117	549
ynjB.t01	843	769	278	237	305	498	562	1776	393	1167
ynjC.t01	942	967	250	249	251	412	663	2266	506	1536
ynjD.t01	545	458	132	99	128	214	327	973	192	654
ynjE.t01	1662	1441	692	705	562	920	1369	2478	869	1308
ynjF.t01	437	366	197	150	143	244	290	1033	202	621
nudG.t01	390	333	129	112	84	194	180	510	138	408
ynjH.t01	161	128	67	56	83	56	127	372	114	273
gdhA.t01	1178	1060	344	643	608	776	851	2176	504	1344
ynjI.t01	825	951	281	167	185	398	494	1833	369	1041
topB.t01	3717	3425	1473	1115	1047	1239	1799	3727	1114	1962
selD.t01	1089	948	426	367	322	512	591	1608	474	1044
ydjA.t01	876	765	395	388	328	465	507	1218	413	552
sppA.t01	2633	2389	1256	823	841	1180	1425	3330	980	1857
ansA.t01	2756	2637	1536	1026	1069	1189	1103	1935	743	1017
pncA.t01	679	575	281	286	289	326	389	1039	321	642
ydjE.t01	1178	1053	405	347	337	611	730	2311	465	1359
ydjF.t01	878	716	353	243	229	293	824	1241	309	759
ydjG.t01	765	630	263	166	160	362	462	1460	210	981
ydjH.t01	740	613	215	172	164	455	435	1394	240	948
ydjI.t01	660	507	179	157	108	291	376	1272	232	837
ydjJ.t01	729	608	238	140	134	350	417	1827	319	1044
ydjK.t01	988	850	321	173	202	465	509	2102	483	1380
ydjL.t01	956	703	250	172	247	453	517	1804	370	1077
yeaC.t01	674	683	363	782	674	666	1128	1070	492	273
msrB.t01	1909	1957	1235	2087	1994	2076	3011	1989	952	414
gapA.t01	70543	67704	40282	32027	29655	24946	23829	14936	9296	996
yeaD.t01	9567	9457	6102	3396	3087	2476	2110	2584	1190	885
yeaE.t01	741	627	202	208	153	284	359	1369	331	855
mipA.t01	2923	2722	1247	1485	1197	937	994	1737	728	747
yeaG.t01	2084	1718	608	7478	7732	6596	3517	4570	2088	1935
yeaH.t01	982	854	237	1030	1150	1208	900	2277	589	1284
yeaI.t01	1306	1024	267	247	282	568	647	2497	551	1476
yeaJ.t01	1364	1292	390	377	308	619	808	2455	594	1491
yeaK.t01	566	532	142	194	127	225	359	753	176	504
yoaI.t01	65	62	17	10	16	27	35	82	37	105
yeaL.t01	274	316	135	89	82	118	175	624	163	447
yeaM.t01	893	748	395	376	298	471	396	1380	321	822
yeaN.t01	1587	1415	734	481	412	564	817	2027	554	1182
yeaO.t01	1983	1829	1011	3571	3266	3652	4399	4212	1590	348
yoaF.t01	228	179	97	42	54	117	111	362	98	255
yeaP.t01	1407	1311	660	624	606	731	782	2097	573	1026
yoaK.t01	48	41	31	17	4	34	42	125	29	99
yoaJ.t01	32	39	8	5	21	23	9	80	8	75
yeaQ.t01	186	168	65	199	139	286	209	573	139	249
yoaG.t01	120	71	18	21	16	47	76	207	45	183
yeaR.t01	253	217	47	25	60	126	150	407	127	360
leuE.t01	827	844	441	231	191	366	403	1124	291	639
dmlR.t01	851	706	300	254	233	465	579	1571	311	924
dmlA.t01	1192	1093	520	240	250	401	874	2037	916	1086
yeaV.t01	1084	886	309	292	240	545	842	2219	399	1446
yeaW.t01	895	728	261	229	257	475	476	1983	362	1125
yeaX.t01	859	532	212	190	182	343	482	1744	320	966
rnd.t01	1090	840	362	280	262	483	602	1685	373	1128
fadD.t01	1349	1245	388	478	426	781	1374	2939	660	1686
yeaY.t01	419	507	169	175	122	191	290	875	264	582
tsaB.t01	738	690	336	212	203	310	427	996	322	696
yoaA.t01	3209	2877	1527	1999	1811	1746	2788	4051	1689	1911
yoaB.t01	771	703	294	494	412	458	647	892	334	345
yoaC.t01	296	273	87	159	164	205	250	472	122	300
yoaH.t01	319	418	159	219	187	228	311	587	185	180
pabB.t01	1566	1457	554	666	572	748	851	2310	583	1362
nudL.t01	484	453	215	297	309	334	413	901	251	579
sdaA.t01	7641	7357	4457	4146	3585	3537	3229	4666	2493	1365
yoaD.t01	1217	1014	410	316	386	694	802	2359	635	1599
yoaE.t01	1876	1681	811	669	603	853	1067	2550	700	1557
manX.t01	1482	1273	645	1062	1079	932	818	1806	560	972
manY.t01	1695	1490	817	1454	1403	1121	855	1664	599	801
manZ.t01	857	723	412	487	439	612	637	1338	403	852
yobD.t01	571	520	325	233	266	282	260	787	264	459
mntP.t01	486	358	115	167	153	263	298	928	227	567
rlmA.t01	1542	1524	1031	588	544	677	783	1721	504	810
cspC.t01	844	823	632	584	644	615	1916	2012	958	210
yobF.t01	823	767	631	652	675	731	1982	1575	838	144
yebO.t01	246	249	101	205	216	190	333	552	96	288
mgrB.t01	226	270	112	139	180	217	361	436	102	144
yobH.t01	186	179	66	71	57	111	184	449	62	240
kdgR.t01	1998	2214	1486	857	763	934	1398	1857	571	792
yebQ.t01	1181	1144	417	333	325	516	898	2294	660	1374
htpX.t01	4427	4398	2361	1808	1571	1700	2781	3556	1458	882
prc.t01	5490	4994	3151	2495	2451	2407	2786	4889	1559	2049
proQ.t01	3380	3102	2169	1343	1111	1214	1368	1910	786	699
msrC.t01	2150	1848	1124	1688	1470	1596	1049	1645	592	498
yebS.t01	922	902	333	380	418	639	791	1957	430	1284
yebT.t01	2268	1704	811	889	788	1394	1501	4320	1093	2634
rsmF.t01	1763	1542	673	451	441	774	953	2774	581	1440
yebV.t01	155	121	46	191	141	236	225	441	119	237
yebW.t01	241	219	114	164	157	197	229	383	117	192
pphA.t01	593	738	363	274	307	482	515	1208	370	657
ryeA.r01	213	222	77	89	65	118	429	679	220	249
sdsR.r01	5	4	5	2	0	2	7	18	2	121
yebY.t01	410	420	156	117	114	168	238	699	226	342
yebZ.t01	829	767	306	245	223	403	568	1572	389	873
yobA.t01	461	385	148	161	128	258	244	736	138	375
holE.t01	1005	1038	664	594	483	627	1038	944	314	231
yobB.t01	780	490	239	222	234	329	409	1284	247	657
exoX.p01	0	0	0	0	0	0	0	0	0	663
exoX.t01	708	697	366	319	209	399	617	1225	369	663
ptrB.t01	1848	1676	481	925	906	1263	1339	3779	1016	2061
yebE.t01	493	440	129	144	103	164	328	1027	246	660
yebF.t01	1522	1509	789	20661	19474	17478	13149	10320	7986	357
yebG.t01	1211	1220	563	20906	20135	15120	10678	8320	7565	291
purT.t01	1027	906	448	362	292	553	1605	2679	1188	1179
eda.t01	622	534	266	239	181	294	464	1015	282	642
edd.t01	2865	2306	1490	1318	1209	1347	1554	3585	940	1812
zwf.t01	6191	5312	3355	2031	1938	1877	2761	3889	1729	1476
yebK.t01	1943	1864	1324	652	596	717	1331	2113	481	870
pykA.t01	8312	7858	5589	2981	2665	2253	4251	4966	2036	1443
lpxM.t01	1343	1194	587	515	486	663	716	1824	512	972
mepM.t01	1865	1611	620	675	521	839	1037	2601	727	1323
znuA.t01	1931	2006	1023	493	504	823	873	2163	557	933
znuC.t01	775	644	236	301	297	444	455	1446	280	756
znuB.t01	582	511	224	199	214	393	447	1430	331	786
ruvB.t01	1141	1003	485	957	794	824	1295	2185	688	1011
ruvA.t01	948	735	277	968	977	743	859	1160	582	612
yobI.t01	23	22	5	3	7	28	38	32	14	66
yebB.t01	504	425	144	123	129	324	338	1107	179	603
ruvC.t01	1323	1149	710	634	447	621	1031	1173	450	522
yebC.t01	6513	6778	4864	3168	2214	2135	3759	4044	1889	741
nudB.t01	1602	1472	748	530	475	518	601	925	387	453
aspS.t01	7618	6452	3991	3009	2786	2511	2371	3977	1692	1773
yecD.t01	538	417	201	213	175	304	293	1110	295	567
yecE.t01	737	521	248	168	156	275	355	1379	338	819
yecN.t01	971	951	458	624	626	506	471	805	287	396
cmoA.t01	1644	1346	807	836	729	722	773	1678	457	744
cmoB.t01	1009	830	414	344	346	408	666	1902	459	972
torZ.t01	2064	1618	547	577	440	1158	1277	4821	956	2430
torY.t01	923	857	281	229	177	506	785	2147	457	1101
cutC.t01	747	552	262	318	331	445	835	1569	381	747
yecM.t01	547	460	177	122	177	212	364	1063	297	567
argS.t01	4120	4001	2630	1804	1630	1920	1918	3805	1260	1734
yecT.t01	400	343	106	81	134	242	267	1103	155	489
flhE.t01	258	161	32	52	51	163	194	657	123	393
flhA.t01	1558	1286	401	448	383	894	1069	3525	903	2079
flhB.t01	750	718	209	246	221	473	527	1934	441	1149
cheZ.t01	483	466	154	178	198	196	339	952	295	645
cheY.t01	333	290	59	87	134	245	164	701	182	390
cheB.t01	850	670	216	196	187	433	594	1816	377	1050
cheR.t01	614	556	89	165	160	314	335	1600	319	861
tap.t01	1308	1000	277	275	298	697	792	2850	703	1602
tar.t01	1273	1138	328	347	404	744	835	3075	678	1662
cheW.t01	429	401	81	139	119	190	226	1054	286	504
cheA.t01	1608	1356	408	419	435	813	930	3512	886	1965
motB.t01	651	600	182	231	184	408	356	1666	278	927
motA.t01	683	550	189	197	234	311	375	1797	345	888
flhC.t01	762	604	321	256	221	305	524	1382	295	579
flhD.t01	330	283	131	177	104	139	218	573	99	351
insB1.t01	0	0	0	0	0	0	0	0	0	504
insA.t01	0	0	0	0	0	0	0	0	0	276
uspC.t01	372	339	176	128	150	208	298	794	182	429
otsA.t01	1384	1066	343	3520	3500	3178	2109	3403	1200	1425
otsB.t01	928	814	342	4975	4518	3636	2435	2705	1208	801
araH.t01	951	743	250	318	375	590	659	2048	514	987
araG.t01	1421	1154	493	552	483	829	929	2827	594	1515
araF.t01	668	678	168	263	175	398	589	1909	442	990
ftnB.t01	597	537	248	103	185	258	405	1018	243	504
yecJ.t01	587	632	335	184	201	246	326	563	212	252
azuC.t01	57	44	20	27	14	32	42	112	42	87
yecR.t01	339	276	125	61	82	180	241	465	92	324
ftnA.t01	1715	1551	790	2416	2326	2230	913	1095	362	498
yecH.t01	210	124	32	53	67	131	121	501	59	240
tyrP.t01	1091	899	320	293	264	467	723	2212	530	1212
yecA.t01	653	631	254	313	325	407	495	1285	334	666
leuZ.r01	37	78	32	32	39	69	46	203	36	87
cysT.r01	744	727	537	552	485	611	674	791	332	74
glyW.r01	0	0	0	0	0	0	0	0	0	76
pgsA.t01	687	626	427	268	270	412	493	1307	351	549
uvrC.t01	2153	1816	758	759	728	937	1367	3691	922	1833
uvrY.t01	939	747	327	361	359	499	450	1501	272	657
yecF.t01	198	207	54	35	55	132	113	411	114	225
sdiA.t01	1067	1053	521	277	264	428	602	1321	309	723
yecC.t01	499	452	181	138	163	268	434	1010	183	753
yecS.t01	522	350	188	223	227	334	427	1165	255	669
dcyD.t01	951	634	274	352	400	478	742	1917	447	987
fliY.t01	819	595	278	636	550	711	764	1828	519	801
fliZ.t01	799	608	404	320	244	355	426	1078	273	552
fliA.t01	616	484	284	113	73	179	297	883	212	720
fliC.t01	1671	1472	559	610	737	1006	1037	2909	680	1497
fliD.t01	1349	989	406	381	395	700	688	2846	576	1407
fliS.t01	287	280	60	67	66	156	213	813	181	411
fliT.t01	239	236	94	72	58	160	121	569	88	366
amyA.t01	1627	1252	417	2396	2183	2168	1732	3182	1038	1488
yedD.t01	554	574	260	271	191	328	349	961	167	414
yedE.t01	2178	1572	929	759	680	955	1433	2486	753	1206
yedF.t01	178	155	71	35	26	39	117	346	55	234
yedK.t01	627	324	190	231	223	312	332	1174	225	669
yedL.t01	385	295	74	763	563	656	343	903	335	480
fliE.t01	227	197	28	54	49	159	165	519	116	315
fliF.t01	1196	873	381	330	302	561	728	2839	661	1659
fliG.t01	773	525	163	194	244	308	646	1650	352	996
fliH.t01	426	419	144	113	137	260	282	1203	221	687
fliI.t01	1072	965	288	298	280	526	667	2217	409	1374
fliJ.t01	351	401	157	83	84	151	162	655	137	444
fliK.t01	1132	993	528	227	258	351	453	2129	442	1128
fliL.t01	569	478	298	75	98	196	189	933	139	465
fliM.t01	1012	753	439	177	251	416	397	1777	471	1005
fliN.t01	338	271	119	64	52	95	189	695	124	414
fliO.t01	265	184	37	55	43	137	206	498	101	366
fliP.t01	592	469	186	150	116	309	315	1205	272	738
fliQ.t01	175	152	89	62	46	103	105	355	127	270
fliR.t01	595	464	106	157	118	287	372	1411	209	786
rcsA.t01	487	350	159	111	164	260	342	1042	191	624
dsrB.t01	134	157	46	98	94	137	127	368	72	189
yodD.t01	203	155	83	1675	1440	1440	1678	1031	448	228
dsrA.r01	26	40	13	4	6	23	27	85	25	87
yedP.t01	755	501	155	427	524	535	582	1740	472	816
yedQ.t01	1735	1345	558	1015	960	1152	1489	3425	966	1695
yodC.t01	104	106	50	191	112	169	174	284	78	183
yedI.t01	702	501	240	247	216	495	542	1742	433	918
yedA.t01	782	664	295	246	244	458	611	1704	514	921
vsr.t01	334	294	167	105	141	212	219	655	175	471
dcm.t01	1747	1363	727	596	547	862	1086	3110	648	1419
yedJ.t01	512	463	166	212	182	341	397	1232	262	696
yedR.t01	251	206	57	82	57	165	132	667	104	366
rseX.r01	20	36	3	8	2	32	30	150	34	91
hchA.t01	753	552	152	752	917	1008	752	1502	379	852
yedV.t01	1915	1644	1174	728	687	943	1306	2908	723	1359
yedW.t01	1063	1126	639	523	516	710	541	1412	364	672
hiuH.t01	324	343	92	78	91	197	291	767	201	414
yedY.t01	783	543	207	237	180	385	590	1836	426	1005
yedZ.t01	494	337	137	152	114	306	383	1324	271	636
zinT.t01	547	413	191	189	222	332	583	1380	358	651
yodB.t01	456	338	116	107	142	260	390	960	211	531
serU.r01	820	814	528	292	157	235	126	289	80	90
mtfA.t01	1172	982	663	564	611	636	1634	2137	444	798
asnT.r01	0	0	0	0	0	0	0	0	0	76
yeeJ.t01	5493	3973	1638	1391	1306	2933	3694	12998	2781	7077
shiA.t01	1336	1113	584	454	513	715	943	2741	573	1317
amn.t01	3188	2705	1487	1998	1550	1787	1935	3763	1168	1455
yeeN.t01	2211	2283	1508	1722	1336	1555	4920	3726	1514	717
asnW.r01	0	0	0	0	0	0	0	0	0	76
yeeO.t01	1141	878	419	328	357	696	835	2947	535	1488
asnU.r01	0	0	0	0	0	0	0	0	0	76
cbl.t01	683	529	271	236	202	385	743	1932	335	951
nac.t01	602	545	170	513	474	723	583	1667	486	918
asnV.r01	198	155	57	56	86	95	147	491	74	76
ldtA.t01	738	535	234	274	321	514	635	1606	436	933
cobT.t01	986	723	276	215	249	512	480	1904	451	1080
cobS.t01	560	365	140	120	158	314	406	1238	300	744
cobU.t01	443	341	107	101	161	212	334	968	225	546
insH1.t01	0	0	0	0	0	0	0	0	0	1017
insD1.t01	0	0	0	0	0	0	0	0	0	906
insC1.t01	0	0	0	0	0	0	0	0	0	366
isrC.r01	173	762	46	31	303	80	105	963	62	204
flu.t01	2558	16980	931	987	14072	1385	1740	11276	1317	3120
yeeR.t01	1126	2224	425	277	584	625	875	3822	493	1533
yeeS.t01	236	254	63	90	90	137	158	680	132	447
yeeT.t01	161	101	37	70	16	109	144	355	87	222
cbeA.t01	197	152	64	58	47	138	184	578	96	369
cbtA.t01	256	174	53	50	52	119	204	718	132	375
yeeX.t01	8382	7896	5854	6794	6163	5689	5727	4172	2399	330
yeeA.t01	1196	956	467	3301	3156	3006	4416	4362	1944	1059
sbmC.t01	565	528	258	4804	4992	4075	7170	3320	2297	474
dacD.t01	948	720	348	252	281	575	748	2310	479	1167
sbcB.p01	0	0	0	0	0	0	0	0	0	1428
sbcB.t01	3509	3541	2449	1507	1327	1333	2040	3623	1260	1428
yeeD.t01	135	151	43	114	66	102	219	356	96	228
yeeE.t01	858	560	217	193	284	377	909	1978	475	1059
plaP.t01	2208	2041	1221	523	506	800	941	2493	614	1359
yoeI.t01	32	38	10	8	2	3	26	16	9	63
yeeY.t01	724	515	210	344	326	501	664	1714	415	930
yeeZ.t01	922	743	348	385	319	515	664	1745	450	825
